1000 100000	
390	293	3
103	378	22
231	631	37
539	725	30
410	194	34
662	735	48
631	949	9
482	602	29
305	248	30
674	430	6
515	459	39
296	269	49
185	994	11
672	137	9
944	660	20
475	55	2
625	907	32
448	102	6
543	369	41
861	792	33
821	497	21
478	460	11
100	517	31
325	41	29
200	503	7
302	284	20
3	207	24
819	837	23
24	916	32
322	844	24
929	438	38
92	45	19
973	127	18
514	955	7
132	444	41
537	559	47
795	229	14
990	434	40
161	67	1
870	368	35
448	589	39
313	439	27
809	655	36
50	521	34
976	304	44
341	317	22
782	74	45
354	253	33
597	852	47
989	456	45
827	16	19
739	350	27
553	743	31
360	472	41
187	484	32
983	487	30
846	589	10
230	855	30
944	149	4
830	632	35
691	664	48
164	273	9
979	923	23
797	314	9
670	352	4
576	146	4
176	332	31
839	590	42
565	607	32
873	162	4
339	581	28
248	89	6
175	619	18
808	318	43
621	56	36
472	338	37
58	88	24
637	874	32
565	322	11
460	248	49
325	234	24
571	788	36
118	125	46
811	170	29
508	526	14
365	296	19
611	123	33
315	702	42
427	961	33
693	336	23
71	61	11
604	692	43
395	843	4
715	824	30
12	580	46
393	138	34
3	176	47
45	470	48
865	211	45
288	406	12
874	935	26
583	961	23
706	21	27
436	664	36
28	812	23
753	421	45
125	172	14
179	621	27
614	755	16
173	112	7
954	818	32
71	84	43
300	236	24
6	383	4
896	211	45
617	961	31
585	221	26
277	503	36
89	13	13
796	187	17
351	264	28
35	982	18
614	365	43
950	654	32
610	775	13
624	279	23
121	954	41
146	991	28
415	72	42
497	303	23
233	578	5
506	953	18
902	55	47
804	307	2
127	448	8
637	700	17
295	734	20
902	96	39
48	688	16
897	107	2
961	371	13
207	626	10
44	991	26
65	102	3
418	781	1
79	309	27
366	304	18
817	176	10
588	501	13
792	216	8
226	74	23
300	774	20
262	687	14
311	144	6
162	707	12
460	86	27
516	791	40
85	899	27
966	868	5
396	402	46
888	361	35
876	305	1
606	397	10
508	995	49
91	785	21
756	224	39
424	342	25
925	461	25
322	161	39
601	143	32
904	396	31
640	682	15
785	883	43
738	870	29
519	352	49
411	385	20
172	683	9
156	591	28
546	726	21
154	84	35
168	575	43
585	129	40
317	508	21
954	247	1
298	459	7
89	897	10
489	135	11
671	529	39
741	901	4
979	80	44
576	233	32
853	261	49
73	858	26
320	328	2
672	565	7
67	66	39
800	914	36
790	50	19
601	198	35
925	615	22
635	714	30
566	457	46
194	411	44
78	746	35
987	65	11
918	288	20
223	351	27
732	485	21
322	459	34
694	452	9
658	660	10
511	423	36
768	547	17
320	142	7
385	961	2
881	938	14
167	491	17
852	819	32
466	126	15
690	36	36
287	434	14
803	205	24
202	259	8
722	571	47
670	946	20
854	306	11
702	443	46
719	673	30
82	935	47
758	677	8
580	20	32
878	144	43
490	373	32
392	30	6
175	98	8
670	363	50
613	206	8
348	737	16
965	297	38
434	183	9
287	200	12
297	337	15
948	626	23
227	489	30
174	238	10
827	766	36
238	723	43
482	762	38
870	116	31
845	121	32
18	112	20
412	237	15
735	752	9
602	708	43
412	195	22
623	157	30
288	9	30
227	116	13
282	791	27
319	432	28
615	106	32
657	477	14
508	719	9
112	274	7
679	401	32
733	332	27
391	824	5
957	598	13
246	373	41
553	9	4
614	103	45
851	5	34
476	464	26
482	723	7
101	855	4
521	294	35
595	362	42
542	800	45
75	396	1
331	422	49
886	111	18
635	260	27
810	708	6
193	495	12
686	11	41
264	558	39
820	559	24
643	882	17
353	445	10
728	619	6
390	487	11
662	177	17
449	54	7
715	224	12
73	659	34
752	427	48
133	177	47
518	986	13
303	197	43
134	861	13
153	552	27
943	579	45
771	617	14
472	701	22
350	486	26
269	516	23
574	672	42
321	547	41
78	484	8
871	399	40
852	736	8
225	456	25
400	302	47
707	595	48
839	317	36
55	887	5
140	239	25
196	691	14
965	755	5
914	519	5
418	481	49
569	617	7
769	267	10
576	166	22
179	311	44
54	59	21
505	704	34
338	656	9
777	384	13
538	441	4
180	104	24
945	135	36
764	940	31
707	150	16
108	500	33
790	179	41
110	341	1
394	951	9
291	430	18
351	564	48
975	550	15
309	222	32
601	455	29
663	777	26
503	402	11
510	775	43
349	70	18
106	758	9
858	714	42
329	642	5
664	333	33
347	744	2
819	525	11
976	365	49
798	378	17
843	643	5
743	729	34
478	550	23
66	371	4
33	556	28
867	652	40
65	953	45
283	68	10
467	320	30
537	426	35
852	150	42
497	214	23
568	735	18
116	954	23
769	25	39
711	299	22
644	623	17
349	838	27
501	742	30
592	636	21
653	736	30
423	808	47
933	746	7
526	206	23
186	639	8
167	579	16
598	840	30
970	463	36
252	964	23
170	258	24
257	452	25
738	109	37
256	281	3
150	136	25
492	107	48
911	564	42
408	320	16
747	586	28
772	703	48
545	980	3
138	287	45
346	120	11
327	989	46
429	737	40
137	183	17
197	556	13
280	933	50
735	936	1
845	347	43
751	189	7
4	769	18
153	364	21
736	355	48
785	419	45
358	129	27
834	854	50
279	649	44
399	6	42
347	993	1
48	891	46
974	612	24
983	197	44
73	395	6
336	86	47
619	871	40
804	48	17
871	495	47
859	798	1
7	924	29
455	504	40
363	650	15
498	517	32
139	526	5
233	73	5
859	140	41
825	313	36
835	903	10
681	556	29
348	370	36
676	410	44
635	86	45
60	644	29
875	418	8
10	672	21
565	768	41
136	356	43
372	580	19
461	483	10
831	833	47
411	154	43
419	965	10
68	352	24
176	986	43
302	154	35
395	129	33
211	606	18
86	598	49
569	494	13
973	151	9
802	932	16
220	559	26
494	597	29
743	75	34
871	335	27
375	29	10
5	440	4
824	525	21
544	960	8
337	274	38
494	725	29
554	529	33
633	72	31
42	934	46
276	285	42
519	322	5
18	655	11
968	125	33
187	617	8
227	125	14
400	497	7
186	841	31
98	590	17
978	958	50
411	879	35
546	679	34
200	96	5
304	318	25
437	22	25
744	773	26
137	144	45
169	896	19
307	68	11
61	803	28
260	59	35
927	850	21
518	869	3
424	534	47
742	331	32
57	667	29
437	748	17
869	458	40
362	198	41
527	185	29
652	450	29
172	998	23
793	723	23
36	544	50
309	530	37
426	112	28
95	528	10
109	987	11
83	852	12
502	746	23
489	789	26
339	100	32
896	696	38
134	9	35
503	359	40
509	748	29
330	361	15
27	199	50
987	507	31
458	627	10
271	447	32
480	608	47
53	706	7
550	914	14
644	253	17
623	245	14
788	430	48
515	660	10
926	374	34
800	326	42
63	569	15
77	470	32
529	336	5
77	181	43
345	335	3
221	14	32
814	790	43
444	214	3
223	597	2
412	915	24
186	256	14
155	405	13
573	429	3
430	31	44
562	961	19
760	37	32
315	689	49
140	555	35
253	379	49
825	843	36
614	431	49
415	932	30
128	592	43
426	973	17
668	238	21
938	727	21
38	275	8
349	866	45
181	886	8
833	34	2
365	926	16
415	127	50
402	710	49
618	585	30
172	803	1
221	980	6
231	243	18
203	59	6
3	8	15
740	644	29
199	708	45
409	579	43
189	980	45
768	96	18
637	777	1
310	98	32
542	979	4
984	842	35
531	827	18
547	573	46
893	222	46
45	733	50
925	474	12
983	719	14
818	806	7
130	789	47
741	54	5
594	18	40
588	371	31
7	55	7
56	179	34
458	816	46
84	892	33
728	36	23
954	588	33
444	554	21
361	170	5
127	934	40
44	529	35
413	596	33
64	919	46
150	231	24
493	290	11
448	758	5
738	548	2
131	207	2
636	110	41
974	86	13
614	253	39
79	212	27
420	7	45
624	305	50
215	716	11
802	640	17
548	355	11
82	259	14
719	247	6
53	424	29
817	92	42
742	101	40
357	443	45
641	429	10
761	865	9
136	883	47
557	236	24
716	637	41
503	488	14
925	676	50
326	482	32
450	498	1
547	157	46
689	758	50
667	209	19
308	588	35
149	635	18
343	754	12
728	852	13
831	592	14
535	743	8
300	507	36
111	709	2
327	224	46
393	596	1
218	334	17
961	729	16
592	75	33
57	332	27
803	818	21
400	509	47
596	865	19
880	634	17
655	447	9
348	92	17
969	419	34
749	970	24
381	657	4
431	35	33
845	533	14
26	370	38
601	659	47
164	498	39
544	471	39
702	251	12
494	224	34
541	189	17
263	276	16
533	133	17
386	472	7
933	190	3
11	771	49
720	465	35
482	466	44
253	675	16
247	3	9
259	418	16
441	927	44
996	259	33
794	324	21
1	942	7
176	988	38
683	175	18
588	903	47
621	278	1
962	553	44
424	493	34
203	100	28
570	79	27
375	650	2
281	869	43
583	65	48
362	288	2
847	823	27
911	694	13
353	109	9
834	587	4
857	807	32
390	434	7
346	123	31
927	93	41
417	610	22
923	422	1
102	77	14
830	417	38
419	840	34
124	241	37
87	934	46
136	526	39
491	234	39
434	584	24
485	957	34
42	667	39
459	612	19
500	409	10
101	531	50
455	686	18
94	592	28
752	100	21
351	640	40
738	39	8
768	886	11
873	218	44
615	193	11
152	524	24
838	752	21
776	67	42
784	213	31
440	586	48
801	202	15
276	317	26
996	875	21
349	991	50
65	788	1
72	533	25
577	141	33
146	379	16
956	911	15
345	324	16
659	516	26
153	512	37
658	591	50
410	900	26
205	508	37
65	979	49
250	174	21
127	429	22
310	443	44
720	398	7
907	516	21
586	638	31
857	207	43
412	538	37
704	995	5
781	711	33
655	832	5
820	448	8
823	418	6
784	1	22
620	177	9
333	954	2
125	458	5
595	558	10
777	728	44
105	396	47
197	666	31
122	93	11
268	978	42
125	819	6
935	768	17
567	238	44
416	546	37
912	134	2
345	696	46
164	371	43
184	263	26
988	767	46
53	579	15
317	252	24
227	617	31
795	81	35
624	140	9
191	96	46
273	679	13
946	911	26
312	583	4
776	542	38
74	817	43
186	491	24
275	575	16
477	158	24
653	428	21
248	847	2
165	10	23
288	442	36
703	89	4
700	308	15
678	846	22
393	788	13
146	694	17
956	889	19
484	165	19
739	385	47
290	485	2
695	275	41
23	130	4
933	852	34
524	869	24
489	990	4
554	416	33
843	290	19
867	240	37
765	509	3
259	47	9
230	790	30
365	571	4
598	768	5
399	506	12
290	872	37
177	310	20
366	525	45
984	503	22
406	330	42
580	484	40
989	163	39
947	594	30
140	485	26
898	130	1
70	619	44
524	622	32
453	276	26
766	918	48
429	591	5
676	50	47
97	139	2
865	847	38
823	640	28
173	405	46
116	629	31
203	205	32
766	254	11
90	580	32
972	558	4
771	266	1
311	211	16
941	64	12
731	883	38
922	949	1
787	367	32
21	629	6
200	230	10
401	304	9
902	166	37
966	935	8
815	161	37
627	525	17
78	280	47
802	552	49
775	178	12
462	872	28
341	755	42
98	425	2
789	492	45
157	906	47
173	627	5
271	327	24
348	109	7
842	34	14
56	740	6
27	786	7
912	729	27
845	204	49
441	804	26
167	52	24
143	319	40
58	869	4
241	391	48
837	423	9
216	855	37
911	149	8
359	8	38
148	295	19
867	90	19
1000	876	35
470	408	16
484	183	43
806	28	15
639	1	1
808	24	24
113	658	45
872	604	31
210	744	33
844	30	1
143	122	36
951	975	49
622	552	43
555	223	35
749	366	25
581	991	28
925	737	22
966	799	6
647	830	7
964	980	10
747	313	50
272	604	5
586	18	10
676	451	33
884	956	18
182	571	31
556	803	33
803	75	29
817	626	11
304	62	18
920	396	41
274	594	41
432	144	45
880	790	13
19	902	44
55	704	7
997	643	1
571	901	16
437	347	24
120	106	15
825	556	9
181	390	39
813	948	22
920	16	43
949	67	15
39	675	31
608	994	37
452	968	12
893	320	9
699	580	28
426	828	13
960	466	8
474	17	46
946	943	12
83	249	34
182	78	3
834	788	16
432	553	7
232	332	17
358	975	29
793	860	24
533	480	43
311	541	4
172	477	13
20	910	27
701	95	33
868	63	3
713	522	22
894	281	30
675	309	20
774	443	12
730	140	10
372	783	6
970	199	46
500	611	37
622	996	7
423	983	12
871	547	50
382	169	40
811	180	20
525	212	16
730	656	34
287	666	6
796	413	44
690	501	31
122	391	10
976	142	48
692	807	27
560	22	31
390	753	14
165	745	20
345	384	3
904	161	28
728	529	6
69	268	32
396	589	21
668	51	34
849	547	39
179	103	30
304	399	35
964	43	47
350	614	19
10	133	19
196	414	4
290	781	22
999	444	49
211	655	13
853	228	42
106	544	17
306	727	9
866	293	11
638	311	38
690	572	14
805	421	29
14	633	15
392	578	39
242	241	27
438	978	2
283	179	7
793	761	15
248	890	36
864	69	35
127	66	50
567	586	1
902	511	12
754	290	12
69	846	20
798	665	42
574	837	37
44	428	18
344	608	3
479	642	23
565	873	42
622	578	7
608	634	17
596	696	8
767	235	40
227	788	32
263	969	47
649	200	24
531	322	44
320	448	12
999	636	21
421	952	10
830	155	30
174	109	28
896	316	45
370	990	43
335	849	23
991	274	24
71	997	10
760	253	43
788	58	34
813	125	43
549	194	7
707	285	20
231	57	1
693	702	24
611	446	8
666	491	20
805	673	44
220	186	44
546	625	31
103	32	5
532	646	1
800	343	9
419	548	25
126	128	18
453	243	49
537	38	41
585	305	47
172	381	33
993	557	24
436	209	3
45	343	35
313	432	9
720	808	30
330	147	41
960	774	37
798	917	15
328	453	12
778	653	13
62	73	38
377	5	32
201	732	7
313	624	15
146	840	13
909	182	48
580	935	35
105	21	15
113	461	46
518	59	2
364	294	41
405	318	21
851	558	43
224	891	33
938	139	4
37	827	26
945	328	28
37	810	42
901	793	49
450	357	48
42	247	1
704	638	6
670	849	48
281	869	24
128	755	25
997	344	13
491	593	40
398	574	27
571	140	29
930	529	6
623	22	34
577	900	45
583	828	19
374	903	35
665	273	25
395	359	2
227	780	39
462	338	28
440	530	25
68	513	45
96	464	12
997	527	27
865	780	46
227	358	45
164	799	45
230	548	46
498	189	9
463	502	13
521	766	21
540	823	19
329	468	2
352	788	1
491	383	14
362	361	41
373	121	6
169	466	21
718	776	48
14	4	16
326	396	25
502	332	11
968	109	13
67	500	31
423	627	44
112	201	18
232	498	14
599	83	20
476	249	39
881	411	13
486	715	30
826	182	1
610	897	46
532	962	4
688	86	13
105	538	44
581	575	46
262	42	44
790	11	1
768	377	26
762	39	35
248	975	4
133	435	2
324	785	4
973	675	11
305	656	42
707	547	36
367	891	27
927	969	38
134	31	19
292	890	45
335	640	19
502	534	29
822	49	5
20	486	49
787	272	47
603	92	7
586	319	32
873	513	3
485	202	37
611	295	33
165	163	33
402	295	18
269	861	48
463	740	17
203	304	9
926	540	10
836	263	8
841	214	9
81	626	36
742	613	16
613	58	49
85	742	20
223	591	9
467	251	50
448	660	25
800	438	10
982	378	50
994	872	49
833	556	33
417	760	35
721	380	43
872	597	4
867	498	33
683	810	15
441	563	15
857	728	22
678	629	34
471	925	38
587	654	4
342	921	18
197	516	3
309	921	48
515	329	18
102	261	16
120	513	35
67	179	12
741	775	49
402	197	16
375	870	29
635	512	16
721	474	39
400	577	40
740	945	23
103	951	35
346	382	20
831	370	16
817	827	35
240	910	1
280	96	33
520	893	40
191	722	43
525	202	2
145	659	10
193	872	4
960	736	12
312	349	33
233	507	36
703	839	13
327	496	18
648	252	47
301	807	36
481	750	9
737	923	25
687	285	13
500	231	43
436	345	1
584	214	32
74	132	14
593	214	13
634	978	50
522	870	13
787	964	29
794	618	32
641	461	48
679	895	49
235	88	10
487	12	46
229	62	17
335	133	14
241	891	12
362	993	4
210	36	22
543	14	11
95	736	34
978	768	30
248	267	12
773	387	43
512	706	28
386	599	10
653	762	13
705	27	33
652	505	48
147	289	37
643	772	4
419	960	1
657	486	12
530	112	23
477	550	6
893	302	50
173	252	19
158	609	29
937	803	43
618	702	14
831	20	43
736	879	2
519	625	19
854	992	49
358	419	8
261	517	29
112	352	46
367	58	46
811	45	39
935	298	22
259	944	49
854	730	44
414	72	9
951	95	17
308	235	18
114	441	13
89	565	20
609	463	26
912	254	5
350	1000	9
785	977	38
866	360	18
383	812	15
990	193	25
716	696	2
975	367	29
323	40	40
666	391	16
246	821	26
172	267	30
431	304	29
209	219	41
723	64	44
111	716	19
884	201	9
700	800	17
120	163	9
418	755	47
839	512	27
731	757	11
152	485	33
214	223	31
578	523	4
24	669	42
405	404	34
718	120	41
430	583	49
931	626	22
424	286	19
901	656	13
202	294	50
216	678	8
583	191	37
16	993	27
290	541	29
624	573	2
919	925	4
411	306	26
295	876	18
526	776	33
872	466	35
765	240	18
486	84	1
274	360	24
431	918	23
36	422	13
961	468	32
540	267	44
667	417	37
578	174	39
653	101	43
801	642	10
56	302	31
366	718	35
14	847	14
907	900	17
876	219	24
671	3	1
116	118	46
78	498	25
491	370	13
330	271	37
903	434	19
325	715	19
600	583	33
95	480	28
940	830	14
322	867	2
261	917	9
808	542	2
173	509	45
24	199	45
230	96	13
931	440	42
153	895	26
345	380	16
528	447	27
532	68	5
744	859	38
778	628	3
71	776	41
514	137	23
257	433	12
864	476	9
921	61	36
249	853	44
754	728	8
80	47	10
448	145	21
273	572	43
982	500	9
684	315	45
672	990	1
9	709	5
44	361	42
86	96	8
148	847	7
336	354	1
634	46	18
501	587	23
43	63	5
520	313	49
766	708	23
87	414	12
735	958	12
934	544	42
596	829	27
419	389	35
264	938	50
483	682	33
951	622	40
611	29	42
426	570	2
433	853	27
577	609	31
885	36	23
635	45	49
243	862	36
885	215	19
810	964	49
455	983	46
943	627	49
179	115	14
539	784	23
955	776	1
563	217	46
270	74	46
573	179	44
881	538	47
778	537	40
499	975	41
569	415	10
238	528	28
314	72	40
65	775	32
940	98	19
816	318	28
832	408	8
846	266	27
964	166	1
912	675	22
848	530	13
887	477	7
897	903	9
772	796	13
93	429	12
573	274	15
607	438	34
479	789	22
130	86	31
706	970	40
317	612	12
256	103	34
412	282	48
284	139	12
525	726	4
776	795	36
236	695	10
741	252	33
599	624	7
36	459	19
389	875	9
128	322	11
612	513	44
39	754	38
903	381	25
521	361	18
639	22	12
466	777	17
781	450	47
181	831	21
751	360	16
708	979	34
966	47	6
708	525	3
18	168	12
538	114	24
305	774	6
931	920	18
308	509	18
797	285	31
757	323	41
846	292	10
219	928	43
742	347	29
92	39	10
349	383	8
106	852	4
894	468	39
492	265	6
192	165	17
94	621	30
832	220	30
736	793	27
901	748	35
745	737	39
622	463	14
175	178	49
517	159	40
955	245	1
341	789	42
814	691	3
752	712	19
190	178	44
457	739	17
631	239	11
399	711	19
52	967	6
593	677	46
334	48	44
82	193	25
427	644	42
845	666	23
609	771	41
595	336	16
65	630	50
807	186	15
427	286	8
169	693	18
889	210	27
266	893	9
760	839	37
378	305	27
931	82	23
124	544	47
927	922	29
686	915	11
686	424	49
170	624	47
796	439	26
133	359	15
12	495	42
538	208	3
498	712	49
534	680	3
319	378	29
516	911	32
698	498	5
467	962	34
964	887	29
243	266	24
540	371	14
95	613	1
766	51	10
530	871	3
669	416	36
396	962	38
73	242	50
725	896	49
641	106	27
194	441	31
57	314	9
108	658	48
55	619	49
48	660	37
647	96	27
436	928	8
944	790	24
674	879	31
76	200	3
504	373	14
721	85	6
610	784	2
14	135	11
461	689	23
960	692	9
145	298	23
968	724	42
435	186	36
304	799	47
365	564	41
128	609	25
112	151	36
497	732	27
198	757	45
979	953	19
754	355	36
461	959	26
381	392	19
875	675	13
109	41	25
562	69	34
130	950	41
698	130	49
197	864	36
930	819	34
391	45	10
798	936	15
367	21	2
748	953	38
707	724	19
37	550	31
317	501	3
455	495	38
785	113	36
563	77	37
657	449	19
994	509	14
530	921	26
162	498	24
315	660	18
62	643	44
262	133	10
474	787	34
930	344	10
695	605	43
992	486	2
670	37	5
809	381	31
990	877	3
321	823	47
327	882	10
153	290	25
968	623	46
334	68	5
453	286	49
407	906	43
140	818	42
237	242	40
172	585	25
366	343	45
7	533	30
165	893	38
473	437	17
220	813	3
495	598	16
674	743	11
584	61	31
35	63	41
200	40	10
255	854	42
9	799	18
687	854	29
525	140	39
445	93	29
471	622	1
171	225	10
251	562	36
352	57	26
53	358	13
9	413	14
769	99	27
627	144	47
87	620	41
308	396	22
197	980	32
986	251	28
142	17	45
139	726	14
948	842	42
7	999	35
82	225	22
461	264	47
324	133	11
411	24	3
900	791	25
424	181	15
77	55	26
971	512	23
550	763	12
630	11	24
302	38	11
229	921	25
564	589	45
950	425	41
183	320	49
344	296	17
987	306	1
17	642	47
227	11	23
742	305	38
220	107	42
251	599	14
4	447	39
99	860	29
274	420	4
775	741	31
520	238	45
593	307	47
224	241	10
553	773	26
491	372	2
742	327	43
850	109	4
300	566	6
380	639	9
651	11	19
497	443	14
165	685	38
22	474	9
563	549	1
893	36	41
619	306	15
410	481	49
550	436	9
952	478	24
781	779	11
862	47	41
108	902	19
227	527	23
966	899	18
132	211	35
827	170	10
157	445	37
481	821	25
985	909	22
39	979	32
645	913	1
930	62	4
12	851	45
512	371	9
928	787	19
549	762	45
385	432	30
836	702	37
424	443	14
130	407	33
229	748	8
129	258	43
209	883	32
635	511	46
181	80	47
202	784	2
8	548	50
293	624	18
264	289	2
230	387	4
104	583	22
755	120	33
888	636	4
193	482	44
782	849	12
36	779	32
380	817	50
906	679	45
860	709	10
451	480	50
295	526	21
687	165	4
317	129	29
17	915	45
402	978	17
284	646	44
521	427	30
860	631	27
68	851	28
872	154	11
400	74	32
142	840	36
85	543	50
334	181	3
194	392	45
447	413	18
375	792	25
388	248	33
311	128	19
51	813	50
129	866	34
684	120	50
305	418	46
15	77	15
205	129	12
686	600	44
597	456	31
973	591	34
985	827	13
491	897	13
350	573	16
983	730	8
745	835	24
708	34	37
709	195	30
19	526	25
2	245	24
406	152	12
713	633	24
514	554	48
944	849	17
488	841	25
691	913	43
591	114	4
330	570	48
960	434	31
371	314	30
598	162	5
702	186	12
143	510	30
88	174	26
221	861	31
766	873	11
888	53	17
602	710	5
455	15	2
612	472	44
667	634	12
219	978	36
836	919	48
141	999	29
348	360	38
944	249	10
133	187	4
779	525	9
626	185	17
450	796	12
297	601	30
568	387	25
20	511	16
860	612	15
737	173	2
311	685	6
321	727	1
340	705	49
72	151	5
351	82	16
678	205	11
961	2	26
696	186	30
20	679	33
118	26	12
216	558	30
972	168	38
557	2	46
226	234	29
430	17	3
293	301	44
496	311	12
590	769	8
18	50	9
289	2	27
321	286	26
811	430	7
308	146	14
100	789	11
964	508	42
703	367	26
541	824	49
850	338	1
453	203	14
868	839	1
641	370	35
389	80	15
8	282	14
425	657	13
261	188	5
338	184	45
392	299	29
201	272	32
140	729	33
193	304	44
80	482	44
333	973	12
564	554	32
218	33	48
21	161	44
477	579	14
697	17	45
403	395	8
754	463	34
722	699	50
928	216	33
813	358	23
812	96	13
981	494	13
656	62	1
920	304	20
285	618	6
987	88	14
117	670	21
293	138	38
545	286	31
129	41	23
68	215	39
226	702	10
561	617	34
297	737	27
814	711	30
633	61	46
295	30	37
128	151	11
197	461	18
599	469	34
626	815	15
139	899	9
283	457	37
905	995	43
765	934	1
106	554	15
657	217	16
871	865	20
799	11	47
761	384	29
902	804	9
17	116	25
405	382	41
598	99	14
636	245	11
646	433	23
916	452	16
667	996	29
706	933	30
783	396	24
343	433	12
672	455	27
194	938	28
259	933	45
734	755	28
555	850	22
162	864	17
311	530	24
752	391	47
163	9	2
779	444	6
683	923	40
882	757	12
434	33	34
440	690	20
846	70	48
254	713	16
145	475	3
546	886	32
546	912	26
677	705	22
941	38	5
416	647	16
59	525	40
106	763	29
234	359	6
561	476	9
250	405	41
846	495	14
913	909	47
871	85	31
692	730	12
195	139	12
540	251	49
